MAV,RMS,V,WL,SSC,IEMG,LOGVAR,PF,TP,SE,FR,BW,PSD,P2P,MOV
0.014431,0.020960,0.000439,94.448800,4881.000000,144.313700,-7.730200,149.800000,0.000879,7.770600,0.251640,-247.800000,0.000879,0.002278,puno
0.027535,0.064275,0.004132,139.543800,4942.000000,275.345600,-5.489100,37.200000,0.008263,7.582000,0.327780,-106.600000,0.008263,0.009468,puno
0.043477,0.073890,0.005460,239.300900,4994.000000,434.767800,-5.210300,27.200000,0.010919,7.662800,0.261890,-200.800000,0.010919,0.011779,puno
0.037289,0.076865,0.005909,227.552100,4933.000000,372.893400,-5.131300,21.200000,0.011817,7.720200,0.248350,-200.200000,0.011817,0.009188,puno
0.034730,0.093799,0.008799,178.002900,4925.000000,347.304900,-4.733100,31.400000,0.017596,7.633900,0.290180,-227.600000,0.017596,0.012510,puno
0.036849,0.083952,0.007049,227.075400,4915.000000,368.489000,-4.954900,38.200000,0.014096,7.732900,0.252970,-204.600000,0.014096,0.011497,puno
0.026973,0.058720,0.003448,163.823500,4929.000000,269.730300,-5.669900,33.200000,0.006896,7.717300,0.262750,-126.800000,0.006896,0.008454,puno
0.026059,0.068239,0.004657,131.563500,4896.000000,260.588200,-5.369400,34.600000,0.009313,7.528100,0.242530,-29.000000,0.009313,0.011065,puno
0.021850,0.045397,0.002061,139.809900,4931.000000,218.498600,-6.184500,35.600000,0.004122,7.710000,0.231430,-248.000000,0.004122,0.005561,puno
0.028352,0.064575,0.004170,147.916900,4851.000000,283.519300,-5.479800,26.800000,0.008340,7.672300,0.312220,-123.200000,0.008340,0.010231,puno
0.020095,0.042073,0.001770,117.286200,4980.000000,200.950000,-6.336600,28.200000,0.003540,7.778700,0.230830,-153.400000,0.003540,0.005225,puno
0.017120,0.039965,0.001597,84.564000,4940.000000,171.198400,-6.439400,28.000000,0.003194,7.540600,0.277590,-15.400000,0.003194,0.008572,puno
0.016465,0.036955,0.001366,91.075500,4909.000000,164.649200,-6.596000,34.000000,0.002731,7.627500,0.266070,-123.400000,0.002731,0.005127,puno
0.024027,0.064438,0.004153,104.711200,4926.000000,240.266800,-5.484000,27.600000,0.008304,7.489600,0.303950,-100.200000,0.008304,0.008304,puno
0.024300,0.052678,0.002775,143.406800,4915.000000,242.999700,-5.887000,40.400000,0.005550,7.733400,0.248900,-129.400000,0.005550,0.007804,puno
0.013422,0.030256,0.000916,79.236900,4842.000000,134.219900,-6.996000,34.800000,0.001831,7.742600,0.270930,-132.600000,0.001831,0.004272,puno
0.008880,0.013252,0.000176,57.952000,4851.000000,88.802800,-8.647100,120.000000,0.000351,7.793500,0.282330,0.000000,0.000351,0.003326,puno
0.019159,0.039937,0.001595,104.907000,4892.000000,191.594300,-6.440800,30.000000,0.003190,7.700000,0.238850,-2.400000,0.003190,0.009508,puno
0.023893,0.046626,0.002174,131.756500,4960.000000,238.930600,-6.131100,33.400000,0.004348,7.706000,0.264520,-166.800000,0.004348,0.006175,puno
0.022545,0.045871,0.002104,116.748300,4907.000000,225.451600,-6.163700,35.400000,0.004208,7.637900,0.283700,-130.200000,0.004208,0.006235,puno
0.011286,0.028093,0.000789,60.231200,4927.000000,112.858700,-7.144400,30.600000,0.001579,7.663700,0.265650,-147.400000,0.001579,0.003729,puno
0.039159,0.079392,0.006304,214.975000,4981.000000,391.585100,-5.066600,37.600000,0.012606,7.733800,0.275000,-192.200000,0.012606,0.010395,puno
0.013232,0.029655,0.000880,70.922500,4961.000000,132.319800,-7.036100,36.200000,0.001759,7.622600,0.239490,-19.200000,0.001759,0.005639,puno
0.011352,0.033396,0.001115,58.406600,5078.000000,113.519000,-6.798600,28.600000,0.002230,7.609800,0.258500,-6.200000,0.002230,0.006104,puno
0.030974,0.066216,0.004385,190.466400,4942.000000,309.741400,-5.429600,34.600000,0.008769,7.739900,0.252570,-263.800000,0.008769,0.008458,puno
0.053585,0.109770,0.012050,290.347400,5015.000000,535.852600,-4.418700,30.200000,0.024098,7.654400,0.274730,-159.000000,0.024098,0.018800,puno
0.032947,0.069342,0.004809,201.038100,5046.000000,329.467400,-5.337300,34.400000,0.009617,7.753700,0.236950,-138.800000,0.009617,0.010111,puno
0.014599,0.043791,0.001918,78.323300,5134.000000,145.985000,-6.256600,33.200000,0.003835,7.672600,0.252530,-219.200000,0.003835,0.006165,puno
0.019659,0.042760,0.001829,108.989900,5058.000000,196.594700,-6.304200,32.800000,0.003657,7.709800,0.257340,-118.600000,0.003657,0.005938,puno
0.021435,0.052479,0.002754,112.699000,4959.000000,214.349300,-5.894600,29.200000,0.005508,7.654000,0.280950,-127.400000,0.005508,0.008247,puno
0.005958,0.008097,0.000066,42.442800,5018.000000,59.583600,-9.632400,120.000000,0.000131,7.733200,0.227900,0.000000,0.000131,0.002452,puno
0.006775,0.009188,0.000084,48.109400,5020.000000,67.748800,-9.379700,120.000000,0.000169,7.728100,0.231140,-299.800000,0.000169,0.002220,puno
0.025245,0.058439,0.003416,169.010000,4959.000000,252.446000,-5.679400,35.400000,0.006830,7.774600,0.245380,-267.800000,0.006830,0.006273,puno
0.021325,0.060686,0.003683,105.425500,4950.000000,213.247200,-5.604000,40.000000,0.007365,7.571600,0.299740,-14.800000,0.007365,0.009867,puno
0.012970,0.045792,0.002097,66.874900,5085.000000,129.700100,-6.167200,34.400000,0.004194,7.804600,0.285770,-83.400000,0.004194,0.005959,puno
0.011527,0.036760,0.001351,61.897100,5212.000000,115.269400,-6.606600,30.000000,0.002703,7.655900,0.272470,-91.600000,0.002703,0.005664,puno
0.007375,0.023144,0.000536,38.098600,5270.000000,73.750900,-7.531900,31.800000,0.001071,7.615200,0.300720,-106.600000,0.001071,0.002657,puno
0.008872,0.024509,0.000601,58.347900,5137.000000,88.719800,-7.417300,120.000000,0.001201,7.743000,0.241870,-91.400000,0.001201,0.003171,puno
0.043490,0.093249,0.008696,220.548900,5071.000000,434.904700,-4.744900,36.800000,0.017391,7.636100,0.262330,-18.000000,0.017391,0.018650,puno
0.035691,0.069959,0.004895,197.371800,4977.000000,356.908100,-5.319600,29.400000,0.009789,7.688600,0.262770,-238.200000,0.009789,0.009111,puno
0.020455,0.047037,0.002213,116.085000,4934.000000,204.548100,-6.113600,31.800000,0.004425,7.746800,0.241170,-182.000000,0.004425,0.006669,puno
0.019097,0.056299,0.003170,86.113700,4927.000000,190.970700,-5.754100,35.200000,0.006339,7.650300,0.238190,-94.600000,0.006339,0.007598,puno
0.031687,0.073560,0.005412,148.785500,5036.000000,316.867200,-5.219200,32.200000,0.010822,7.674000,0.249960,-130.800000,0.010822,0.012729,puno
0.011365,0.029711,0.000883,62.739000,4923.000000,113.652500,-7.032400,36.800000,0.001765,7.636400,0.255470,-93.000000,0.001765,0.004295,puno
0.016376,0.037883,0.001435,90.583400,5017.000000,163.759800,-6.546400,38.400000,0.002870,7.727800,0.247000,-7.400000,0.002870,0.007110,puno
0.015937,0.037968,0.001442,101.309400,4841.000000,159.365800,-6.541900,37.200000,0.002883,7.745700,0.233390,-314.200000,0.002883,0.004181,puno
0.014569,0.042573,0.001813,93.233700,4889.000000,145.689400,-6.313000,145.200000,0.003625,7.735400,0.262960,-270.200000,0.003625,0.004307,puno
0.029825,0.065886,0.004341,179.020100,4857.000000,298.248500,-5.439500,34.000000,0.008682,7.694900,0.253060,-164.200000,0.008682,0.008296,puno
0.023542,0.053777,0.002892,135.533700,5018.000000,235.416300,-5.845700,31.800000,0.005784,7.728400,0.275760,-117.000000,0.005784,0.007297,puno
0.017938,0.049646,0.002465,105.071900,4932.000000,179.382800,-6.005600,33.800000,0.004929,7.667000,0.240480,-149.600000,0.004929,0.005834,puno
0.048025,0.091538,0.008380,304.921200,5040.000000,480.248800,-4.781900,31.200000,0.016759,7.745500,0.245190,-196.800000,0.016759,0.011520,puno
0.027667,0.058232,0.003391,169.295400,4928.000000,276.670900,-5.686600,31.600000,0.006782,7.759400,0.255750,-266.400000,0.006782,0.006425,puno
0.025594,0.063609,0.004046,161.806800,4975.000000,255.935200,-5.509900,39.800000,0.008092,7.773300,0.233020,-303.600000,0.008092,0.007135,puno
0.021926,0.061133,0.003737,114.807400,4853.000000,219.264900,-5.589300,24.200000,0.007474,7.739100,0.224660,-137.400000,0.007474,0.010101,puno
0.020516,0.066682,0.004447,105.022900,4953.000000,205.160500,-5.415500,30.800000,0.008893,7.679200,0.300600,-127.000000,0.008893,0.008639,puno
0.012412,0.038518,0.001484,55.555900,5030.000000,124.116700,-6.513100,31.200000,0.002967,7.617900,0.306910,-91.000000,0.002967,0.007794,puno
0.018934,0.053491,0.002861,97.554700,5021.000000,189.338800,-5.856400,33.600000,0.005723,7.690300,0.261180,-127.800000,0.005723,0.007585,puno
